REGIAO,UF,MUNICIPIO,REVENDA,CNPJ,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,CEP,PRODUTO,DT_COLETA,VL_VENDA,VL_COMPRA,UN_MEDIDA,BANDEIRA
SE,MG,POCOS DE CALDAS,CRECIO G. S. E CIA LTDA, 13.425.964/0001-23,AVENIDA DOUTOR  UBIRAJARA MACHADO DE MORAES,606,,JARDIM NOVA APARECIDA,37704-016,GLP,04/07/2021,95,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,MG,POCOS DE CALDAS,TERRA GÁS E ÁGUA LTDA - ME, 14.760.374/0001-10,AVENIDA JOSE REMIGIO PREZIA,770,,JARDIM DOS ESTADOS,37701-012,GLP,04/07/2021,93.99,,R$ / 13 kg,SUPERGASBRAS ENERGIA
NE,PE,JABOATAO DOS GUARARAPES,UNIÃO GAZ LTDA - ME, 11.524.110/0001-79,RUA   ITAPISSUMA (LOT ENGENHO GUARARAPES),200,,MARCOS FREIRE,54368-190,GLP,04/07/2021,85,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,PB,JOAO PESSOA,VIA OESTE COMERCIO DE COMBUSTIVEIS LTDA, 17.084.166/0001-36,RUA GENERAL AURELIO DE LYRA TAVARES,3333,VIA OESTE,ILHA DO BISPO,58011-600,GLP,04/07/2021,79.99,,R$ / 13 kg,BAHIANA
SE,SP,SALTO,MB COMERCIAL DE GÁS LTDA - ME, 15.651.964/0001-77,AVENIDA  DO TRABALHADORES,70,,JARDIM MARILIA,13323-000,GLP,04/07/2021,79.9,,R$ / 13 kg,SUPERGASBRAS ENERGIA
N,TO,GURUPI,TOMASI COMÉRCIO DE GLP LTDA - EPP, 17.403.694/0001-00,AVENIDA   PARANA,1041,QUADRA 84  LOTE 03,CENTRO,77403-050,GLP,04/07/2021,105,,R$ / 13 kg,ULTRAGAZ
SE,SP,SALTO,DAIANE MICHELI VIEIRA DE SOUZA - ME, 18.285.360/0001-42,RUA   ANTURIO,369,,JARDIM INDEPENDENCIA,13321-540,GLP,04/07/2021,77.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,MG,POCOS DE CALDAS,LUIZA COMERCIO DE GAS LTDA, 18.611.709/0001-99,AVENIDA ANTONIO TOGNI,2611,,VILA CRUZ,37704-356,GLP,04/07/2021,94.99,,R$ / 13 kg,BRANCA
N,RO,PORTO VELHO,MARTINS & GHISI COMERCIO LTDA - ME., 11.149.038/0001-47,RUA PRINCESA ISABEL,1852,,AREAL,78918-260,GLP,04/07/2021,98,,R$ / 13 kg,AMAZONGÁS
SE,ES,VITORIA,H. S. GRONER - ME., 18.027.101/0001-11,RUA ALDOMARIO SOARES PINTO,201,,MARIA ORTIZ,29070-265,GLP,04/07/2021,95,,R$ / 13 kg,BRANCA
NE,PE,GARANHUNS,MARIA SHIRLEIDE PINTO ME., 19.164.154/0001-47,RUA ANTONIO DE ALMEIDA,59,,BOA VISTA,55293-970,GLP,04/07/2021,94.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,ES,SERRA,AGNALDO FRANCISCO DA SILVA, 19.442.085/0001-96,AVENIDA VATICANO,311,"LOJA: 2,",PARQUE RESIDENCIAL DE TUBARAO,29171-700,GLP,04/07/2021,80,,R$ / 13 kg,ULTRAGAZ
N,AP,MACAPA,T. TRZECIAK, 13.251.303/0001-29,AVENIDA SEVERINO GOMES DE ALMEIDA,3119,LETRA A,JARDIM FELICIDADE I,68901-092,GLP,04/07/2021,98,,R$ / 13 kg,BAHIANA
SE,ES,SERRA,ROBERTO CARLOS DA SILVA 00292124724, 19.430.238/0001-85,AVENIDA RIO DE JANEIRO,CHA 01,,SERRA DOURADA I,29171-052,GLP,04/07/2021,85,,R$ / 13 kg,BRANCA
NE,PE,GARANHUNS,VIEIRA E VIANA DISTRIBUIDORA DE GAS LTDA - ME, 21.173.524/0001-54,RUA ERNESTO DOURADO,774,,HELIOPOLIS,55296-280,GLP,04/07/2021,95,,R$ / 13 kg,COPAGAZ
NE,PE,JABOATAO DOS GUARARAPES,FORTALEZA COMERCIO E DISTRIBUICAO DE GAS LTDA - EPP, 21.560.627/0001-77,AVENIDA GENERAL MANUEL RABELO,821,"LOTE 250 0018 1A418, JD SANTO ANTONIO, IND PORTELA",ENGENHO VELHO,54160-000,GLP,04/07/2021,83,,R$ / 13 kg,MINASGAS
NE,PE,VITORIA DE SANTO ANTAO,H M GUIMARAES SOTERO GÁS ME, 21.511.967/0001-08,RUA DOUTOR NESTOR DE OLIVEIRA FREITAS,15,"A - LOTEAMENTO , SANTO ANTAO",CAJA,55610-435,GLP,04/07/2021,79,,R$ / 13 kg,MINASGAS
S,RS,GUAIBA,EDERSON DA SILVA PEREIRA - ME, 20.461.719/0001-37,AVENIDA DR.URIAS LUGON,445,,COLUMBIA CITY,92500-000,GLP,04/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,JUNDIAI,ALÔ GÁS COMÉRCIO DE GÁS E ÁGUA LTDA, 09.061.758/0001-04,AVENIDA SAO PAULO,842,,VILA ARENS II,13202-610,GLP,04/07/2021,85.99,,R$ / 13 kg,BRANCA
SE,SP,VOTORANTIM,DIONYSIO RIBEIRO VOTORANTIM - ME, 21.600.894/0001-20,AVENIDA SAO  JOAO,620,LOJA 1,JARDIM ICATU,18110-210,GLP,04/07/2021,90,,R$ / 13 kg,BRANCA
SE,SP,ASSIS,IZABELA CORTEZ - COMERCIO DE GÁS - ME, 22.504.188/0001-48,RUA ANTONIO VIEIRA DIAS,1061,,CENTRO,19814-381,GLP,04/07/2021,90,,R$ / 13 kg,ULTRAGAZ
NE,SE,ARACAJU,L & L GAS E AGUA LTDA - ME, 14.038.282/0001-20,RUA ADOZINDO DA COSTA PINTO,240,,INDUSTRIAL,49065-010,GLP,04/07/2021,85,,R$ / 13 kg,BAHIANA
NE,PE,IGARASSU,A. M. S. COMÉRCIO DE GÁS EIRELI - ME, 22.586.263/0001-67,RUA   ANAMBE LOT N S DA CONCEIÇÃO,337,,AGAMENON MAGALHAES,53640-306,GLP,04/07/2021,84,,R$ / 13 kg,NACIONAL GÁS BUTANO
N,TO,PALMAS,HALLY COMÉRCIO VAREJISTA DE GÁS E ÁGUA EIRELI, 22.594.726/0001-32,408 NORTE ALAMEDA LO 14,SN,QD: ACSV NE 54. LT: 21,PLANO DIRETOR NORTE,77006-518,GLP,04/07/2021,90,,R$ / 13 kg,SUPERGASBRAS ENERGIA
S,PR,UMUARAMA,R. MIRANDA DOS SANTOS - COMERCIO DE GAS, 22.444.832/0001-30,AVENIDA RIO GRANDE DO NORTE,4447,,ZONA V,87504-000,GLP,04/07/2021,95,,R$ / 13 kg,ULTRAGAZ
NE,PB,CAMPINA GRANDE,R & A COMERCIO DE COMBUSTÍVEIS LTDA - EPP, 22.289.534/0001-12,RUA ALICE MENEZES DOS SANTOS,45,,TRES IRMÃS,58425-005,GLP,04/07/2021,90,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,ES,VITORIA,ANDERSON FARIA DE FREITAS, 23.273.041/0001-57,RUA SANTA  PRISCILA,41,,MARIA ORTIZ,29070-590,GLP,04/07/2021,90,,R$ / 13 kg,BRANCA
SE,RJ,NITEROI,YOUSSEF DISTRIBUIDORA DE GAS EIRELI, 21.014.297/0001-14,RUA RIODADES,68,,FONSECA,24130-247,GLP,04/07/2021,78,,R$ / 13 kg,ULTRAGAZ
SE,MG,MURIAE,DISK GAS MURIAE LTDA, 23.596.412/0001-31,RUA ALBERTO JOSE FERREIRA,243,,SAO VICENTE DE PAULO,36883-080,GLP,04/07/2021,88,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,VARZEA PAULISTA,F. ADIR ROCHA MARTINS COMERCIO DE GAS, 23.883.375/0001-42,AVENIDA BERTIOGA,690,LOTE  40                  QUADRAF,VILA TUPI,13225-000,GLP,04/07/2021,92,,R$ / 13 kg,BRANCA
NE,PE,VITORIA DE SANTO ANTAO,OLIVEIRA COMERCIO DE GAS GLP EIRELI, 22.730.088/0001-30,RUA GOVERNADOR MIGUEL ARRAES DE ALENCAR,1495,,LIVRAMENTO,55602-212,GLP,04/07/2021,79,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,ES,SERRA,VALCI MARIA DE SOUZA SIQUEIRA RAMOS 05601604703, 23.592.756/0001-72,RUA   CRISÁLIDA,1,,SERRA DOURADA II,29171-238,GLP,04/07/2021,84.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
N,AP,MACAPA,F. J. MACHADO DE OLIVEIRA - ME, 05.975.254/0002-20,RUA   CLODOALDO DA SILVA MATIAS,2703,,JARDIM FELICIDADE,68909-067,GLP,04/07/2021,110,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,PE,IGARASSU,JUNIOR DE SANTANA RAMOS FERREIRA 05401940424, 22.126.303/0001-98,EST VACINALDE NOVA CRUZ - 1,23 A,,SANTA RITA,53620-856,GLP,04/07/2021,87,,R$ / 13 kg,NACIONAL GÁS BUTANO
N,TO,PALMAS,ALLINE OLIVEIRA VERA, 16.790.510/0001-40,906 SUL AVENIDA LO 23,1,LT 32,PLANO DIRETOR SUL,77023-392,GLP,04/07/2021,112,,R$ / 13 kg,BRANCA
SE,ES,SERRA,JP BLANK LTDA ME, 22.132.453/0001-04,RUA   POÇOS DE CALDAS,307,,NOVA CARAPINA II,29170-187,GLP,04/07/2021,85,,R$ / 13 kg,NACIONAL GÁS BUTANO
N,AP,MACAPA,CARLOS REIS DE LIMA, 01.470.539/0012-20,RUA VEREADOR  JULIO MARIA PINTO PEREIRA,850,,JARDIM FELICIDADE,68909-000,GLP,04/07/2021,111,,R$ / 13 kg,LIQUIGÁS
N,TO,PALMAS,SOUZA GÁS COMÉRCO DE GÁS LIQUEFEITO DE PETROLEO - GLP EIRELI ME, 24.023.997/0001-63,307 NORTE AVENIDA LO 10. LT:19 (ACSV NO 33,SN,,PLANO DIRETOR NORTE,77001-388,GLP,04/07/2021,105,,R$ / 13 kg,BRANCA
N,PA,BELEM,POSTO GONCALVES LTDA, 26.255.957/0001-72,RUA ANTONIO BARRETO,1380,,UMARIZAL,66060-020,GLP,04/07/2021,98,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,PE,IGARASSU,FMATIAS DE FREITAS ME, 26.143.427/0001-32,RUA   MNAOEL ROSENDO DE LIMA,SN,LOTE CORTEGADADA,TABATINGA,53605-500,GLP,04/07/2021,85,,R$ / 13 kg,COPAGAZ
NE,PE,IGARASSU,M G M COMERCIO DE GAS EIRELI, 24.427.459/0001-34,AVENIDA VINTE E SETE DE SETEMBRO PREFEITO JURANDIR BEZERRA,685,,SARAMANDAIA,53620-669,GLP,04/07/2021,87,,R$ / 13 kg,BAHIANA
SE,MG,CONSELHEIRO LAFAIETE,NITYELLE GAS EIRELI - ME, 26.735.109/0001-60,ROD BR 482,1651,,GIGANTE,36400-000,GLP,04/07/2021,80,,R$ / 13 kg,BRANCA
NE,PE,IGARASSU,AMAURY DIAS DA SILVA MERCEARIA ME, 00.622.719/0001-64,ESTRADA DE NOVA CRUZ,0,,SANTA RITA,53620-804,GLP,04/07/2021,88,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,PE,VITORIA DE SANTO ANTAO,J M J COMERCIO DE GAS E OXIGENIO LTDA, 14.727.740/0009-96,RUA DO BORGES,705,TERREO,MATRIZ,55602-030,GLP,04/07/2021,73,,R$ / 13 kg,BRANCA
CO,MS,DOURADOS,REGINALDO LOBO MIRANDA ME, 26.268.312/0001-74,RUA JOSUE GARCIA PIRES,2360,,PARQUE DOS COQUEIROS,79840-160,GLP,04/07/2021,98,,R$ / 13 kg,BRANCA
N,TO,PALMAS,K G FERRAZ EIRELI - ME, 22.460.102/0001-22,212 NORTE ALAMEDA 5,S/N,LOTE 33 QI 07 ASR NE 25,PLANO DIRETOR NORTE,77006-310,GLP,04/07/2021,90,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,ASSIS,MACIEL FERNANDES DA FONSECA 30349448884, 23.786.637/0001-50,AVENIDA   OTTO RIBEIRO,361,,SAN FERNANDO VALLEY,19800-300,GLP,04/07/2021,86,,R$ / 13 kg,ULTRAGAZ
SE,SP,SALTO,R D COMERCIO DE GAS E TRANSPORTE LTDA., 26.681.534/0001-14,RUA   COLIBRI,37,,JARDIM SANTA LÚCIA,13321-503,GLP,04/07/2021,77.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
N,TO,PALMAS,A.V. CARAÇA - ME, 26.714.744/0001-61,1012 SUL AVENIDA NS 10,S/N,LOTE 11,PLANO DIRETOR SUL,77023-642,GLP,04/07/2021,100,,R$ / 13 kg,SUPERGASBRAS ENERGIA
S,PR,UMUARAMA,CERLY RANGEL DO NASCIMENTO ALMEIDA, 13.741.381/0001-01,RUA SÃO  LUIZ,3275,,ZONA V,87504-220,GLP,04/07/2021,98,,R$ / 13 kg,ULTRAGAZ
S,PR,PONTA GROSSA,DISK GAS BARBOSA LTDA, 27.169.453/0001-00,RUA GERMANO JUSTUS,621,,CARA-CARA,84033-106,GLP,04/07/2021,95,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,PE,IGARASSU,JOAO MARCOS DA SILVA SEVERINO, 24.761.695/0001-92,RUA   SÍTIO SANTA CRUZ,2000,,UMBURA,53625-557,GLP,04/07/2021,87,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,SALTO,JUAREZ PEREIRA 3952552604, 26.113.960/0001-51,RUA ROQUE LAZZAZERA,803,,JARDIM SANTA MARIA III,13323-410,GLP,04/07/2021,80,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,MG,MANHUACU,MARCO ANTONIO BOVE BAESSA ME, 22.950.801/0004-01,AV TANCREDO NEVES,310,,POUSO ALEGRE,36900-000,GLP,04/07/2021,88,,R$ / 13 kg,COPAGAZ
N,TO,GURUPI,TV COMERCIO DE GLP LTDA-EPP, 22.087.463/0002-56,RUA ADELMO AIRES NEGRI,1290,QUADRA 67 LOTE 11 A LOTE 12 A,SETOR CENTRAL,77405-080,GLP,04/07/2021,95,,R$ / 13 kg,SUPERGASBRAS ENERGIA
NE,SE,ARACAJU,SUPERGASBRAS RENATO EIRELI ME, 28.344.073/0001-10,RUA   DEODATO MAIA,151,,DEZOITO DO FORTE,49072-150,GLP,04/07/2021,85,,R$ / 13 kg,BAHIANA
N,TO,PALMAS,R.S DOS SANTOS EIRELI, 25.534.144/0001-59,AVENIDA C,SN,QUADRA48 AV. C LT 03 CS 02,JARDIM AURENY IV,77060-006,GLP,04/07/2021,90,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,SP,VOTORANTIM,DAVI FERNANDO DE OLIVEIRA VOTORANTIM - ME, 14.244.862/0001-74,AVENIDA LUIZ DO PATROCINO FERNANDES,1777,,VILA DOMINGUINHO,18114-000,GLP,04/07/2021,90,,R$ / 13 kg,BRANCA
SE,MG,POCOS DE CALDAS,S R COMERCIO DE GAS LTDA, 20.458.878/0001-82,AVENIDA ALCOA,505,1,JARDIM PARAISO,37706-178,GLP,04/07/2021,93.99,,R$ / 13 kg,CONSIGAZ
N,RO,PORTO VELHO,V ARCANJO DE PAULA ME, 28.022.613/0001-49,AVENIDA PRESIDENTEDUTRA,1948,,BAIXA UNIÃO,76805-859,GLP,04/07/2021,95,,R$ / 13 kg,AMAZONGÁS
SE,ES,SERRA,MERIANE NUNES PEREIRA SULKE - ME, 24.933.741/0001-93,AVENIDA   MONTES CLAROS,648,LOJA B,NOVA CARAPINA II,29170-151,GLP,04/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
NE,PE,JABOATAO DOS GUARARAPES,THAISA DANTAS DOS SANTOS, 29.041.073/0001-03,RUA   RIO CANOAS,1,QD 22 LT 38,MARCOS FREIRE,54360-140,GLP,04/07/2021,80,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,SP,JUNDIAI,M.V COMERCIO DE GAS LTDA, 29.577.614/0001-12,RUA DORETIRO,1435,,JARDIM PARIS,13209-201,GLP,04/07/2021,94,,R$ / 13 kg,ULTRAGAZ
SE,RJ,SAO GONCALO,ABOBRINHA DO GAS LTDA, 26.282.379/0001-63,AVENIDA PAULA LEMOS,258,LOTE  49,MUTUAGUACU,24461-265,GLP,04/07/2021,79.99,,R$ / 13 kg,ULTRAGAZ
N,AP,MACAPA,AMAZON COMERCIO E EMPREENDIMENTOS EIRELI, 18.605.528/0001-50,RODOVIA  CURIAU,2511,KM 3,IPE,68909-023,GLP,04/07/2021,111,,R$ / 13 kg,FOGAS
SE,ES,VITORIA,VANDERLEI GOMES - COMERCIO DE AGUA E GAS, 29.821.277/0001-67,RUA OLYMPIO RODRIGUES PASSOS,350,,MARIA ORTIZ,29070-358,GLP,04/07/2021,83,,R$ / 13 kg,BRANCA
SE,ES,SERRA,RUBENS ALVES DE OLIVEIRA 07101707777, 29.380.145/0001-47,RUA JOSE CLEMENTE PEREIRA,134,LOTE,NOVO PORTO CANOA,29167-574,GLP,04/07/2021,85,,R$ / 13 kg,BRANCA
SE,ES,SERRA,GV COMERCIO DE GAS E BEBIDAS LTDA, 29.855.497/0001-01,RUA SABARA,242,ANEXO,NOVA CARAPINA I,29170-054,GLP,04/07/2021,90,,R$ / 13 kg,BRANCA
CO,MS,DOURADOS,FERNANDO GOMES DO NASCIMENTO 73409499172, 27.361.214/0001-40,RUA EURIDES DE MATTOS PEDROSO,2790,,JARDIM NOVO HORIZONTE,79822-410,GLP,04/07/2021,98,,R$ / 13 kg,BRANCA
NE,PE,GARANHUNS,TAMIRES MIRANDA DOS SANTOS, 29.897.091/0001-91,RUA LUIZ SOUTO DOURADO,36,,ALOISIO SOUTO PINTO,55293-970,GLP,04/07/2021,95,,R$ / 13 kg,NACIONAL GÁS BUTANO
SE,MG,POCOS DE CALDAS,LETICIA COMERCIO DE GAS LTDA, 30.428.815/0001-37,AVENIDA PAU-BRASIL,1023,,VILA CAIO JUNQUEIRA,37704-196,GLP,04/07/2021,93.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,PE,JABOATAO DOS GUARARAPES,EDSON FRANCISCO DA SILVA 06803950409, 30.476.350/0001-90,AVENIDA FERNANDES VIEIRA,177,,MARCOS FREIRE,54360-020,GLP,04/07/2021,85,,R$ / 13 kg,BRANCA
SE,RJ,SAO GONCALO,ROSA E MEDEIROS COMERCIO DE GAS LTDA, 26.618.768/0001-17,RUA ALBERTO TORRES,2745,,NEVES (NEVES),24426-260,GLP,04/07/2021,77,,R$ / 13 kg,ULTRAGAZ
SE,MG,POCOS DE CALDAS,CLAITON GAS EIRELI, 30.731.571/0001-67,RUA CORONEL VIRGILIO SILVA,1908,,SANTA EMILIA,37704-620,GLP,04/07/2021,93,,R$ / 13 kg,BRANCA
SE,SP,ASSIS,THIAGO ALENCAR FERREIRA 35201898874, 30.693.395/0001-16,RUA SILVIO BOMBONATI,677,,VILA ORESTES,19806-280,GLP,04/07/2021,86,,R$ / 13 kg,ULTRAGAZ
NE,PE,IGARASSU,MATHEUS H. CASTILHO DE MENDONCA GAS, 27.938.573/0001-17,AVENIDA VATICANO (LOT ROSA D'ITALIA),140,,AGAMENON MAGALHAES,53640-131,GLP,04/07/2021,80,,R$ / 13 kg,MINASGAS
N,TO,PALMAS,ALEX VITOR GUIMARAES DA SILVA 08278276366, 29.569.705/0001-06,AVENIDA 405 NORTE AVENIDA LO 10,25,LOTE 25,PLANO DIRETOR NORTE,77002-000,GLP,04/07/2021,95,,R$ / 13 kg,LIQUIGÁS
S,PR,UMUARAMA,SOUZA & GOULART COMERCIO DE GAS LTDA, 14.787.262/0001-52,AVENIDA ARACAJU,1603,,ZONA VII,87503-370,GLP,04/07/2021,95,,R$ / 13 kg,BRANCA
SE,SP,SALTO,SHEILA DE MORAES COMERCIO DE GAS, 24.805.497/0001-83,RUA JURISTA AZEVEDO MARQUES,18,,RESIDENCIAL PARQUE LAGUNA,13322-376,GLP,04/07/2021,80,,R$ / 13 kg,NACIONAL GÁS BUTANO
NE,SE,ARACAJU,REDE DE POSTOS PRESIDENTE LTDA, 32.864.795/0008-49,AVENIDA MARANHAO,1554,,DEZOITO DO FORTE,49072-000,GLP,04/07/2021,85.9,,R$ / 13 kg,LIQUIGÁS
CO,MS,DOURADOS,L. H. BRAGA CORREA, 27.029.857/0001-90,RUA INDEPENDENCIA,1150,,VILA ERONDINA,79814-102,GLP,04/07/2021,90,,R$ / 13 kg,ULTRAGAZ
NE,SE,ARACAJU,CENTRAL REVENDEDORA DE GAS LTDA, 28.941.526/0001-95,RUA SAO CRISTOVAO,1752,,GETULIO VARGAS,49055-620,GLP,04/07/2021,85,,R$ / 13 kg,BAHIANA
SE,MG,POCOS DE CALDAS,POCOS GAS LTDA, 06.322.571/0002-00,AVENIDA PRESIDENTE WENCESLAU BRAZ,1768,,PARQUE PRIMAVERA,37706-000,GLP,04/07/2021,93.99,,R$ / 13 kg,COPAGAZ
NE,SE,ARACAJU,BM REVENDEDORA DE GAS LTDA, 29.640.609/0001-07,RUA DOUTOR JOSE CALUMBY,620,,SUICA,49050-020,GLP,04/07/2021,85,,R$ / 13 kg,NACIONAL GÁS BUTANO
CO,MS,DOURADOS,M.L.M. DE MENDONSA, 30.510.174/0001-65,RUA MANOEL AMARO DE MATOS,1080,,PARQUE DO LAGO II,79822-230,GLP,04/07/2021,90,,R$ / 13 kg,NACIONAL GÁS BUTANO
CO,MS,DOURADOS,KUSHIDA REVENDEDORA DE GAS EIRELI, 32.182.723/0001-45,RUA LINDALVA MARQUES FERREIRA,50,,JARDIM NOVO HORIZONTE,79822-430,GLP,04/07/2021,90,,R$ / 13 kg,BRANCA
NE,PE,VITORIA DE SANTO ANTAO,F. D. OLIVEIRA VIANA, 06.097.009/0002-20,RUA QUEIROZ PEDROSO,100,,BELA VISTA,55608-470,GLP,04/07/2021,78,,R$ / 13 kg,MINASGAS
SE,MG,MANHUACU,LUIZ KLEIN, 17.402.206/0001-40,RUA CAPITAO RAFAEL,149,,CENTRO,36900-000,GLP,04/07/2021,84.9,,R$ / 13 kg,BRANCA
N,PA,BELEM,BORGES & DUARTE COM. E DISTRIBUICAO DE BEBIDAS LTDA, 08.686.481/0001-42,TRAVESSA ANGUSTURA,1383,B,PEDREIRA,66080-180,GLP,04/07/2021,95,,R$ / 13 kg,LIQUIGÁS
N,PA,BELEM,W S CHAVES BATISTA, 83.854.901/0001-78,TRAVESSA RUI BARBOSA,2139,,NAZARE,66035-444,GLP,04/07/2021,98,,R$ / 13 kg,NACIONAL GÁS BUTANO
N,TO,PALMAS,C. B. DO VALE, 08.922.549/0003-07,AVENIDA L,S/N,QUADRA197                 LOTE  03,JARDIM AURENY III,77062-032,GLP,04/07/2021,98,,R$ / 13 kg,SUPERGASBRAS ENERGIA
NE,PE,VITORIA DE SANTO ANTAO,DOUGLAS RAFAEL PEREIRA SANTOS, 31.933.204/0001-09,RUA PARAGUASSU,279,,ALTO JOSE LEAL,55608-210,GLP,04/07/2021,80,,R$ / 13 kg,MINASGAS
SE,ES,VITORIA,CAPIXABA COMERCIO DE GAS EIRELI, 33.568.904/0001-77,RODOVIA SERAFIM DERENZI,10170,,JOANA D#ARC,29048-015,GLP,04/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,MG,MURIAE,REIS E PARADELAS COMERCIO DE GAS LTDA, 33.332.853/0001-80,RUA JOSE MAXIMO RIBEIRO,67,LOJA  A,JOAO XXIII,36883-190,GLP,04/07/2021,85,,R$ / 13 kg,ULTRAGAZ
SE,RJ,SAO GONCALO,JTP - REVENDA DE GAS EIRELI, 32.218.205/0001-34,RUA PAUL LEROUX,1315,LOTE  26                  QUADRAA,GRADIM,24430-695,GLP,04/07/2021,77.99,,R$ / 13 kg,SUPERGASBRAS ENERGIA
N,AP,MACAPA,M. GOMES ROCHA COMERCIO EIRELI, 32.421.621/0001-35,RUA CICERO MARQUES DE SOUZA,3034,,NOVO HORIZONTE,68909-803,GLP,04/07/2021,109,,R$ / 13 kg,SUPERGASBRAS ENERGIA
NE,SE,ARACAJU,REDE DE POSTOS PRESIDENTE LTDA, 32.864.795/0012-25,RUA JAPARATUBA,387,,SANTO ANTONIO,49060-300,GLP,04/07/2021,85.9,,R$ / 13 kg,LIQUIGÁS
NE,SE,ARACAJU,RIVADAVIA GAS LTDA, 32.236.319/0001-07,RUA ADOZINDO DA COSTA PINTO,391,,INDUSTRIAL,49065-010,GLP,04/07/2021,84,,R$ / 13 kg,BAHIANA
SE,ES,SERRA,R P DA SILVA GAS, 34.056.909/0001-83,AVENIDA BELO HORIZONTE,147,LOJA  1,NOVA CARAPINA I,29170-038,GLP,04/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
SE,ES,SERRA,L S DO NASCIMENTO, 30.956.319/0001-56,RUA DAS CEREJEIRAS,23,,JOSE DE ANCHIETA,29162-440,GLP,04/07/2021,85,,R$ / 13 kg,BRANCA
NE,PE,IGARASSU,LADJANE FELIX DA SILVA EIRELI, 34.279.712/0001-03,RUA SEVERINO PAIVA DE VASCONCELOS,92,LOTE  SANTA REGINA        QUADRAC                   LOTE  16,AGAMENON MAGALHAES,53640-810,GLP,04/07/2021,85,,R$ / 13 kg,BAHIANA
SE,ES,SERRA,ROSAN ALVES SANT ANA, 32.598.809/0001-53,RUA CORONEL BELMIRO GOUVEIA,185,,NOVO PORTO CANOA,29167-565,GLP,04/07/2021,85,,R$ / 13 kg,SUPERGASBRAS ENERGIA
S,PR,PONTA GROSSA,SEBASTIAO SILVIONEY CHEIM, 13.619.066/0001-06,RUA ARNALDO JOSE DE MORAES,L 382A,LOTE  382A QUADRA 15,CARA-CARA,84033-124,GLP,04/07/2021,90,,R$ / 13 kg,BRANCA
SE,MG,CONSELHEIRO LAFAIETE,BIANOR XAVIER DE ALMEIDA JUNIOR, 34.431.773/0001-44,RODOVIA BR-482,257,,GIGANTE,36402-115,GLP,04/07/2021,80,,R$ / 13 kg,BRANCA
SE,SP,JUNDIAI,KATIA CRISTINA CUNHA MATTOS, 34.132.610/0001-60,RUA ITIRAPINA,1459,,CIDADE LUIZA,13214-101,GLP,04/07/2021,90,,R$ / 13 kg,COPAGAZ
NE,BA,EUNAPOLIS,POLIGAS CENTRAL DE AGUA E GAS LTDA, 07.220.963/0001-40,AVENIDA OSVALDO DOREA DE MELLO FILHO,115,A,URBIS II,45829-104,GLP,04/07/2021,79,,R$ / 13 kg,NACIONAL GÁS BUTANO
S,RS,GUAIBA,ORLANDO LETSCH, 94.687.605/0001-46,RUA SAO GERALDO,850,,ALVORADA,92703-700,GLP,04/07/2021,90,,R$ / 13 kg,LIQUIGÁS
N,PA,BELEM,C DE LIMA DAMASCENO, 20.543.706/0001-07,RUA ANTONIO EVERDOSA,970,,PEDREIRA,66085-753,GLP,04/07/2021,96,,R$ / 13 kg,NACIONAL GÁS BUTANO
N,PA,BELEM,DANIELLY SUZANE BARROS DA SILVA, 26.535.702/0002-44,TRAVESSA ANGUSTURA,4168,C,PEDREIRA,66087-710,GLP,04/07/2021,93.99,,R$ / 13 kg,NACIONAL GÁS BUTANO
S,PR,PONTA GROSSA,EDEMIR RODRIGUES NASCIMENTO COMERCIO DE GAS, 30.253.054/0001-20,AVENIDA EUNICE DOS REIS,658,,OLARIAS,84026-285,GLP,04/07/2021,92.9,,R$ / 13 kg,BRANCA
NE,PE,IGARASSU,MAIS GAS COMERCIO VAREJISTA DE GAS LTDA, 34.336.188/0001-65,RUA AZULAO,SN,QUADRAIV                  LOTE  1,AGAMENOM  MAGALHAES,53640-020,GLP,04/07/2021,87,,R$ / 13 kg,BAHIANA
